0,0.044989
0,0.045103
0,0.049136
0,0.056039
0,0.065417
0,0.077263
0,0.091803
0,0.10942
0,0.13063
0,0.15609
0,0.1866
0,0.22312
0,0.26683
0,0.31913
0,0.38169
0,0.45651
0,0.54601
0,0.60293
0,0.60805
0,0.61717
0,0.63843
0,0.64493
0,0.65303
0,0.65416
0,0.65826
0,0.6586
0,0.66971
0,0.67244
0,0.67315
0,0.67941
0,0.68103
0,0.68602
0,0.68753
0,0.69947
0,0.70144
0,0.70642
0,0.71378
0,0.7192
0,0.72111
0,0.7301
0,0.74595
0,0.75649
0,0.76158
0,0.76223
0,0.7803
0,0.781
0,0.78519
0,0.79587
0,0.79948
0,0.80959
0,0.812
0,0.81595
0,0.83243
0,0.84859
0,0.8586
0,0.8645
0,0.87682
0,0.88302
0,0.88331
0,0.88677
0,0.89535
0,0.91619
0,0.91919
0,0.92436
0,0.92748
0,0.93227
0,0.93376
0,0.93399
0,0.94166
0,0.9433
0,0.94568
0,0.95133
0,0.95304
0,0.95712
0,0.95917
0,0.964
0,0.9699
0,0.97968
0,0.98103
0,0.99261
0,0.99547
0,0.99684
0,1.0006
0,1.0053
0,1.0063
0,1.0064
0,1.0089
0,1.0114
0,1.0263
0,1.0266
0,1.0274
0,1.0283
0,1.029
0,1.0302
0,1.0348
0,1.0379
0,1.038
0,1.0384
0,1.0463
0,1.0465
0,1.0472
0,1.0561
0,1.0609
0,1.0621
0,1.0624
0,1.063
0,1.0671
0,1.0677
0,1.0709
0,1.0727
0,1.0727
0,1.0735
0,1.0736
0,1.077
0,1.0821
0,1.0825
0,1.0899
0,1.0919
0,1.1021
0,1.1062
0,1.1072
0,1.1141
0,1.1169
0,1.1181
0,1.1182
0,1.1187
0,1.1266
0,1.1278
0,1.1279
0,1.1327
0,1.1336
0,1.1399
0,1.1408
0,1.1408
0,1.1416
0,1.1421
0,1.145
0,1.1453
0,1.1458
0,1.1491
0,1.1503
0,1.1516
0,1.1533
0,1.1574
0,1.1582
0,1.161
0,1.1658
0,1.1679
0,1.1764
0,1.1784
0,1.1807
0,1.1855
0,1.1858
0,1.1874
0,1.1904
0,1.191
0,1.192
0,1.1975
0,1.1975
0,1.2024
0,1.2035
0,1.2143
0,1.2176
0,1.2179
0,1.2182
0,1.2183
0,1.2233
0,1.2241
0,1.2279
0,1.2289
0,1.2317
0,1.2344
0,1.2419
0,1.2424
0,1.2592
0,1.2623
0,1.2625
0,1.2657
0,1.2686
0,1.272
0,1.2738
0,1.2762
0,1.2768
0,1.2772
0,1.2831
0,1.2851
0,1.2885
0,1.2892
0,1.297
0,1.3007
0,1.3038
0,1.3106
0,1.3177
0,1.3189
0,1.321
0,1.3225
0,1.3245
0,1.3247
0,1.3251
0,1.3289
0,1.3297
0,1.3354
0,1.3424
0,1.3432
0,1.3483
0,1.3486
0,1.3509
0,1.356
0,1.3566
0,1.3566
0,1.3577
0,1.3742
0,1.3799
0,1.383
0,1.3838
0,1.389
0,1.3901
0,1.3937
0,1.3941
0,1.3956
0,1.4015
