24.869,25.168
24.826,25.352
24.639,26.007
24.123,26.666
23.295,25.081
22.239,22.92
20.081,26.91
18.168,18.889
16.137,18.265
14.642,17.489
13.826,13.868
13.757,15.24
13.655,13.708
13.605,13.68
13.578,14.689
13.577,14.065
13.569,13.855
13.568,14.09
13.528,14.204
13.506,14.193
13.398,13.697
13.348,13.924
13.214,13.497
12.982,13.463
12.858,13.359
12.835,13.569
12.757,13.195
12.748,16.911
12.595,12.861
12.581,13.819
12.549,12.82
12.512,13.955
12.458,12.505
12.426,12.806
12.254,12.458
12.148,12.194
12.043,14.825
12.016,12.32
11.967,12.18
11.759,12.08
11.742,11.932
11.74,11.988
11.496,11.81
11.402,11.621
11.391,11.6
11.386,11.625
11.268,11.588
11.203,12.242
11.196,11.487
11.143,11.281
11.123,11.473
11.096,11.675
11.032,11.094
11.007,11.293
10.955,11.062
10.941,11.646
10.861,11.911
10.836,13.494
10.82,10.935
10.801,10.909
10.791,11.131
10.755,11.236
10.722,11.424
10.689,10.981
10.663,11.577
10.548,11.202
10.434,10.435
10.376,10.74
10.337,10.684
10.301,12.187
10.261,10.289
10.216,10.277
10.193,10.852
10.19,10.274
10.185,11.532
10.173,10.441
10.116,12.325
10.109,10.121
10.024,11.718
9.8735,9.9505
9.8679,10.7
9.8348,9.9759
9.7352,10.054
9.6961,9.981
9.676,10.353
9.6552,10.602
9.6239,10.828
9.6121,9.7398
9.5503,11.948
9.5391,11.402
9.5212,9.7674
9.4901,9.5368
9.4489,9.8047
9.4184,11.183
9.4175,9.7406
9.0237,9.5623
8.7609,8.9657
8.7395,8.8912
8.6269,8.7814
8.573,8.9429
8.5151,10.124
8.2644,8.2896
8.166,8.3497
8.1395,8.2512
8.1327,8.3103
8.0891,8.2415
8.0671,8.1983
8.052,8.1131
8.0067,8.0746
7.9798,8.0179
7.9798,8.1116
7.9444,8.0174
7.9435,8.3697
7.9104,8.7128
7.872,7.9297
7.4819,8.7793
7.3337,7.371
7.1607,7.196
7.1357,7.1785
7.091,8.0835
7.0792,11.772
6.9349,7.0066
6.8938,14.214
6.8166,7.1552
6.8061,6.8364
6.7812,10.284
6.6098,6.7253
6.4838,6.5315
6.4158,6.5054
6.2227,6.3334
6.1746,6.2663
6.1497,6.5711
6.0775,6.7982
6.031,6.2388
5.9508,6.096
5.8449,6.2633
5.8131,5.9049
5.7765,5.9536
5.7348,6.1321
5.6747,6.4576
5.6622,5.8354
5.6465,5.7866
5.569,5.6479
5.5644,5.6943
5.5519,5.596
5.5408,6.8683
5.5319,6.843
5.5281,6.6772
5.4771,7.0176
5.4657,5.7886
5.3066,5.3424
5.2693,5.5131
5.2612,5.2768
5.1048,5.2912
5.0352,5.1315
4.9872,5.0002
4.9759,5.2948
4.956,5.1134
4.8381,4.848
4.8226,4.972
4.7319,4.745
4.7116,4.8602
4.6476,4.6628
4.6454,4.6995
4.6301,4.7734
4.6288,4.6338
4.5923,4.672
4.5826,4.7101
4.5702,5.0188
4.5474,4.5994
4.5336,4.7117
4.5067,10.038
4.468,4.4955
4.3243,4.4109
3.5539,3.6209
3.2884,3.3594
3.0609,3.1396
2.9368,3.1567
2.9303,3.1517
2.9164,3.1162
2.9096,3.1063
2.8869,3.0355
2.8688,2.9596
2.8675,2.9571
2.8611,3.0353
2.8536,2.8979
2.8329,2.8613
2.7964,2.85
2.7697,2.9269
2.7356,2.8546
2.7042,2.8081
2.6474,2.808
2.6469,2.8246
2.6315,2.6335
2.5676,2.6899
2.531,2.6047
2.5035,2.6954
2.4542,2.6005
2.4085,2.4382
2.3607,2.5396
2.3487,2.6028
2.2836,2.5079
2.24,2.305
2.2264,2.292
2.2199,2.5071
2.1928,2.5388
2.1384,2.2487
2.0397,2.0701
1.7854,1.8721
1.7419,1.7652
1.589,1.7254
1.5876,1.7073
1.5185,1.7246
1.5168,1.7684
1.5151,1.6947
1.5108,1.7211
1.5059,1.6863
1.5014,1.6132
1.4906,1.8204
1.4896,1.5133
1.4384,1.619
1.4227,1.4629
1.3424,1.45
1.3356,1.5436
1.3131,1.4918
1.283,1.4581
1.2736,1.4388
1.2474,1.4381
1.2177,1.4305
1.2084,1.4283
1.1761,1.4265
